1,10,86,7.2,130
1,9.3,83,10.8,170
1,8.8,76,9,190
1,10.2,76,3.6,350
1,8.6,61,12.6,280
1,7.1,59,9,290
1,6,57,3.6,180
1,8.7,76,3.6,140
1,8.6,86,10.8,140
1,8.6,87,9,130
1,7.8,86,12.6,150
1,9.9,80,19.8,290
1,9,70,25.2,300
1,7.1,67,9,170
1,8.1,75,16.2,220
1,8.2,75,16.2,240
1,7.4,77,5.4,100
1,7.1,75,23.4,320
1,7.9,88,7.2,100
1,6.4,67,7.2,160
1,7.4,75,3.6,360
1,6.3,65,5.4,230
1,3.7,54,16.2,300
1,7.5,85,9,120
1,7.4,86,10.8,160
1,7.2,88,9,100
1,7.6,92,10.8,50
1,7.9,86,1.8,10
1,3.8,61,10.8,40
1,3.4,56,14.4,10
1,0.7,51,7.2,30
1,0,49,5.4,110
1,-2.6,41,3.6,90
1,1.1,64,7.2,110
1,3.6,75,9,120
1,-1,36,10.8,250
1,0.8,42,7.2,300
1,2,46,14.4,320
1,3.7,52,10.8,340
1,4.3,63,7.2,110
1,3.9,73,10.8,120
1,3.1,75,10.8,120
1,2.9,63,10.8,110
1,2.3,44,7.2,50
1,4.3,50,16.2,330
1,5.2,53,19.8,360
1,2.9,49,7.2,40
1,2.4,52,5.4,110
1,3.1,65,3.6,120
1,3,67,3.6,110
1,3.4,54,1.8,110
1,2,38,9,330
1,3.3,35,7.2,340
1,-8.2,15,5.4,80
1,-4.7,24,9,80
1,-5.2,27,3.6,30
1,-0.2,46,0,0
1,0.1,51,5.4,120
1,-2.1,38,7.2,110
1,9.3,60,9,250
1,7,51,10.8,270
1,8.3,58,12.6,270
1,4.8,48,9,340
1,6.9,69,9,120
1,6.3,74,9,120
1,5.4,76,10.8,120
1,5.7,68,12.6,110
1,8.9,61,10.8,270
1,8,52,12.6,310
1,7.5,57,14.4,340
1,5.9,55,5.4,40
1,6.8,68,5.4,120
1,6.1,73,9,120
1,5.4,77,7.2,120
1,5.3,65,3.6,120
1,5.5,53,14.4,340
1,6.1,52,10.8,310
1,7.6,58,10.8,320
1,8.6,64,3.6,10
1,7.9,72,9,110
1,7,76,9,120
1,6.7,79,9,120
1,7.8,76,10.8,120
1,11.5,68,10.8,250
1,11.8,65,10.8,330
1,11.1,69,14.4,340
1,10.3,69,5.4,40
1,10,76,7.2,120
1,9.3,83,9,120
1,8.6,86,9,120
1,9.4,73,3.6,110
1,10.8,69,16.2,350
1,12.1,71,23.4,350
1,12.3,75,23.4,360
1,12,78,10.8,30
1,11.6,81,7.2,10
1,9.4,81,7.2,120
1,7.9,85,7.2,120
1,7.6,74,9,110
1,13.3,75,10.8,250
1,14.8,77,9,290
1,15.1,85,12.6,350
1,7.4,52,9,30
1,7.8,62,3.6,340
1,6.3,67,7.2,110
1,5,66,7.2,130
1,5.6,61,5.4,130
1,12.4,81,14.4,240
1,13.4,75,5.4,270
1,13.5,81,16.2,360
1,11.3,70,9,360
1,14.4,89,5.4,40
1,9.8,82,5.4,130
1,11.2,92,9,120
1,12.6,93,10.8,120
1,13.3,79,10.8,260
1,14.6,75,9,320
1,14.2,81,16.2,360
1,13.6,80,0,0
1,12.8,78,7.2,110
1,8.6,63,5.4,110
1,14.9,86,1.8,270
1,1.6,29,12.6,70
1,11.4,62,12.6,220
1,2.2,23,10.8,40
1,2.5,24,10.8,50
1,6.4,40,5.4,20
1,2.3,25,14.4,70
1,8,40,16.2,80
1,11.8,64,1.8,100
1,10.3,59,5.4,110
1,11,58,5.4,250
1,10.4,58,7.2,360
1,9,50,9,30
1,11.4,67,5.4,160
1,14.7,86,1.8,190
1,11.9,85,7.2,120
1,13.6,95,9,140
1,14.3,86,9,170
1,14.7,74,23.4,240
1,14.1,74,25.2,250
1,13.1,73,16.2,250
1,12.5,74,9,220
1,12.3,80,9,170
1,11.2,79,9,160
1,11.1,81,9,160
1,11.6,82,10.8,190
1,10.2,59,21.6,240
1,10.1,63,27,260
1,11.2,71,23.4,290
1,9.4,62,19.8,280
1,11.1,71,16.2,270
1,10,67,14.4,300
1,9.5,84,9,120
1,10.5,77,5.4,120
1,10.5,61,7.2,260
1,11.2,61,16.2,320
1,9.9,63,12.6,330
1,11.2,72,12.6,350
1,10.1,75,7.2,120
1,9.3,79,9,120
1,9,81,10.8,120
1,9.8,73,10.8,120
1,12.4,67,9,300
1,10.3,63,21.6,340
1,11.5,70,28.8,350
1,9.4,63,12.6,30
1,7.9,58,9,30
1,6.1,50,9,60
1,4.9,47,7.2,80
1,5,41,9,90
1,3.4,27,9,100
1,13,57,19.8,310
1,14.9,79,23.4,360
1,12.9,73,21.6,10
1,11.2,71,0,0
1,9.4,76,10.8,120
1,10.3,88,5.4,150
1,13.3,91,9,170
1,13.7,69,7.2,240
1,14.2,68,12.6,310
1,12.9,71,9,310
1,12.2,73,10.8,310
1,11.7,74,9,320
1,10.9,82,5.4,120
1,9.4,86,9,120
1,10,73,7.2,120
1,10.2,60,10.8,280
1,9.7,57,14.4,330
1,10.4,62,23.4,360
1,9.3,60,3.6,60
1,9.8,65,3.6,110
1,8.2,64,12.6,120
1,3.7,44,12.6,110
1,0.2,25,10.8,110
1,-0.6,15,19.8,110
1,-3.8,11,19.8,100
1,6.3,30,1.8,290
1,14.4,77,16.2,340
1,15.5,85,3.6,230
1,15.4,85,3.6,220
1,13.4,84,7.2,190
1,15.2,88,7.2,210
1,15.7,83,7.2,320
1,12.8,56,14.4,80
1,14.5,78,28.8,300
1,12.1,67,5.4,80
1,12.5,73,5.4,170
1,12.2,81,7.2,130
1,10.7,72,9,150
1,8.7,62,12.6,160
1,7.8,47,18,220
1,10.9,56,23.4,240
1,11.3,61,5.4,250
1,8.8,54,5.4,100
1,7.8,57,9,110
1,5.3,49,10.8,110
1,4.9,47,12.6,110
1,5.4,37,14.4,120
1,2.5,23,19.8,170
1,12.4,66,19.8,280
1,9.5,54,5.4,210
1,10.9,65,1.8,60
1,8.9,58,7.2,150
1,12.6,72,25.2,240
1,10.7,74,9,180
1,12.3,73,21.6,250
1,12.5,68,23.4,250
1,12.7,67,23.4,250
1,11.2,66,14.4,280
1,11.4,70,9,270
1,11.2,71,5.4,280
1,10.7,84,12.6,120
1,10.3,85,7.2,120
1,9.9,71,10.8,170
1,12,67,16.2,220
1,11.9,67,18,270
1,11.2,66,14.4,310
1,9.7,65,7.2,340
1,8.8,63,9,310
1,9.3,81,9,110
1,8.7,83,10.8,110
1,9.2,70,9,110
1,9.5,57,16.2,240
1,11.6,67,21.6,230
1,10.1,66,27,240
1,10.4,79,23.4,300
1,9.2,72,16.2,280
1,9.2,76,3.6,130
1,8.4,74,3.6,100
1,9.2,72,9,160
1,8.6,53,18,250
1,9,58,18,260
1,8.7,58,19.8,250
1,9.5,64,14.4,260
1,8.9,61,18,250
1,8.5,69,7.2,150
1,8.5,70,7.2,170
1,8.7,64,9,160
1,8.9,55,12.6,250
1,9.8,59,7.2,290
1,10.2,65,12.6,360
1,9.5,65,9,40
1,8.2,58,7.2,30
1,6.2,49,1.8,230
1,7.6,60,3.6,170
1,11.7,70,12.6,30
1,13.7,73,18,360
1,14.6,80,30.6,360
1,14.3,82,34.2,360
1,13.2,79,45,360
1,12.1,76,34.2,360
1,10.6,69,23.4,340
1,8.9,62,18,320
1,10.4,66,19.8,310
1,9.1,56,16.2,290
1,9.8,58,14.4,280
1,9.4,61,19.8,280
1,9.5,64,19.8,270
1,7.5,57,19.8,260
1,7.4,58,19.8,260
1,6.8,66,9,120
1,8.4,69,12.6,170
1,12.3,70,18,230
1,11.4,63,25.2,240
1,11.6,68,16.2,230
1,12.4,74,16.2,250
1,11.2,77,7.2,120
1,10.7,74,9,150
1,10.5,72,7.2,150
1,9.1,64,9,170
1,9.9,58,5.4,210
1,11.8,64,16.2,290
1,12.8,74,18,350
1,12.7,77,7.2,30
1,11.7,75,5.4,40
1,11.7,80,3.6,120
1,10.6,77,5.4,130
1,10.1,67,3.6,270
1,14.5,72,10.8,250
1,13.6,70,12.6,310
1,12.8,72,12.6,350
1,9.8,58,1.8,30
1,12.4,74,7.2,10
1,10.8,72,1.8,130
1,10.7,71,10.8,40
1,10.2,60,3.6,350
1,12.2,64,16.2,340
1,14.9,76,23.4,330
1,14.2,80,21.6,350
1,13.6,79,25.2,360
1,13.6,81,16.2,360
1,12,78,10.8,10
1,11.3,86,9,120
1,12.2,78,7.2,120
1,13,67,10.8,290
1,13.1,65,18,310
1,11.5,65,18,340
1,13.3,77,18,360
1,12.8,77,14.4,360
1,11.2,82,5.4,120
1,10.6,83,7.2,120
1,11.2,73,7.2,120
1,13.7,70,10.8,300
1,12.9,65,18,310
1,12.9,72,16.2,340
1,13,75,16.2,360
1,12.4,75,1.8,80
1,10.3,78,9,120
1,8.8,74,9,110
1,10.3,69,7.2,110
1,13.7,73,14.4,270
1,14.2,71,16.2,290
1,13.9,76,16.2,340
1,13.4,78,16.2,360
1,13.1,80,3.6,70
1,11.4,83,7.2,120
1,9.5,79,10.8,120
1,9.3,66,3.6,120
1,13.2,75,10.8,270
1,13.4,68,10.8,300
1,11.5,65,16.2,330
1,11.6,71,9,350
1,11.3,74,5.4,110
1,9.1,76,9,110
1,8.3,75,10.8,120
1,7.8,64,9,110
1,12,64,18,260
1,12.3,64,12.6,290
1,13.1,71,16.2,310
1,12.5,73,7.2,10
1,12.6,75,5.4,40
1,11.6,79,5.4,120
1,10.5,82,9,120
1,11.1,64,7.2,60
1,12.8,68,12.6,340
1,14,71,21.6,350
1,15.2,79,21.6,360
1,15.2,78,3.6,10
1,12.7,67,1.8,110
1,4.8,35,7.2,100
1,0.3,23,9,110
1,12.7,60,9,350
1,12.6,56,12.6,360
1,14,65,39.6,280
1,16.1,81,7.2,320
1,15.3,84,3.6,360
1,13.9,79,3.6,360
1,12.8,82,5.4,120
1,12.7,81,7.2,130
1,7.3,50,7.2,110
1,14.3,67,14.4,300
1,15.2,73,14.4,360
1,14.4,73,18,360
1,14.4,79,16.2,360
1,10.4,59,1.8,230
1,11.5,69,3.6,130
1,10.1,72,5.4,110
1,7.7,49,12.6,180
1,14.2,71,25.2,230
1,12.5,62,25.2,240
1,12.8,70,16.2,270
1,12,71,5.4,300
1,11.8,70,5.4,190
1,12.2,78,7.2,150
1,11.1,83,18,230
1,9.9,75,14.4,170
1,12.9,73,10.8,230
1,13.6,73,23.4,270
1,12.7,69,16.2,290
1,12.8,74,10.8,300
1,12.3,74,7.2,320
1,12.2,85,7.2,120
1,11.8,87,10.8,120
1,12.6,74,9,180
1,13.7,69,10.8,270
1,13,62,14.4,310
1,13,69,14.4,320
1,12.4,72,14.4,360
1,11.9,73,5.4,50
1,12,77,7.2,40
1,11.8,81,14.4,360
1,11.6,70,10.8,350
1,14.7,72,10.8,330
1,15.7,77,23.4,360
1,15.6,78,27,360
1,15.5,73,9,360
1,1.2,22,7.2,100
1,5.4,38,3.6,170
1,-0.4,20,19.8,100
1,-0.1,18,25.2,100
1,1.5,16,19.8,110
1,15,49,9,250
1,13.4,58,7.2,180
1,16.7,85,14.4,200
1,15.4,81,3.6,140
1,14,80,7.2,180
1,10.6,73,7.2,120
1,7.3,46,9,110
1,13.5,54,10.8,300
1,8.9,36,9,340
1,17,73,12.6,290
1,16,81,19.8,270
1,14.4,76,21.6,240
1,13.1,73,19.8,260
1,12,70,9,230
1,12.7,69,9,220
1,12.5,59,23.4,240
1,13.9,65,19.8,250
1,14.2,72,14.4,260
1,13.3,73,3.6,260
1,13.3,76,3.6,180
1,12.7,82,9,120
1,10.8,81,10.8,120
1,11.6,68,7.2,110
1,13.8,67,12.6,260
1,13.7,63,10.8,300
1,13.5,69,7.2,300
1,12.8,72,5.4,340
1,13.5,76,1.8,40
1,12.3,76,5.4,120
1,11.4,79,9,120
1,13.7,73,7.2,230
1,14.4,67,14.4,250
1,12.6,66,14.4,350
1,12.1,70,12.6,340
1,11.2,68,9,340
1,10.6,67,16.2,360
1,9.2,64,5.4,90
1,8.7,65,9,40
1,8.9,61,18,360
1,9.7,56,18,340
1,11.2,60,30.6,360
1,11.4,62,34.2,360
1,10.3,60,25.2,360
1,8.9,57,12.6,10
1,11,66,3.6,60
1,9.4,61,12.6,360
1,9.3,54,3.6,280
1,13.8,68,25.2,360
1,14,68,28.8,360
1,12.7,62,25.2,360
1,15.5,77,10.8,360
1,16.1,79,7.2,140
1,13.8,70,5.4,150
1,16.5,86,7.2,170
1,14,63,18,90
1,10.7,39,18,90
1,5,20,12.6,120
1,12,43,10.8,340
1,8,29,10.8,120
1,7.6,28,5.4,120
1,15.7,69,14.4,270
1,15.6,79,21.6,340
1,14.4,69,16.2,40
1,14.9,61,14.4,350
1,16,73,18,330
1,15.2,75,10.8,340
1,16.1,82,14.4,270
1,13.8,73,7.2,230
1,12.9,70,7.2,190
1,12.9,76,7.2,150
1,11.8,62,19.8,230
1,13.1,63,21.6,230
1,15.1,73,27,250
1,14.7,76,14.4,260
1,14.1,76,3.6,270
1,13.9,76,5.4,230
1,13.4,80,5.4,150
1,12.3,79,5.4,140
1,13.1,71,9,190
1,14.1,66,16.2,240
1,14.1,68,19.8,260
1,14.2,72,14.4,260
1,14,76,5.4,260
1,14.2,76,3.6,210
1,13.4,80,5.4,110
1,12.9,80,7.2,160
1,14.5,73,10.8,240
1,15.6,76,14.4,270
1,15.3,70,18,320
1,15.1,79,23.4,350
1,14.9,80,10.8,10
1,14.9,83,9,20
1,14.6,86,5.4,40
1,13.7,86,1.8,50
1,15.5,79,3.6,320
1,15.4,77,16.2,350
1,16.1,78,27,350
1,15.9,80,21.6,350
1,15.7,84,14.4,330
1,14.5,80,7.2,10
1,13.5,83,7.2,100
1,11.2,80,3.6,200
1,13.9,71,5.4,260
1,13.1,59,7.2,270
1,13.5,52,7.2,290
1,12.9,57,7.2,340
1,8,44,7.2,30
1,10,55,3.6,340
1,8,54,5.4,120
1,7,57,5.4,120
1,13.7,65,3.6,310
1,15.3,65,12.6,320
1,14.8,69,18,350
1,14.8,72,25.2,360
1,14.4,75,9,10
1,14.5,78,18,360
1,14,81,5.4,10
1,11.3,80,7.2,120
1,13.4,71,9,340
1,14.3,68,12.6,330
1,12.6,60,14.4,340
1,15.1,72,19.8,360
1,16.2,80,14.4,360
1,13.5,68,5.4,50
1,13.4,73,1.8,140
1,10.8,65,5.4,120
1,9.2,39,3.6,160
1,16.1,67,9,340
1,15.1,56,19.8,360
1,12,45,30.6,360
1,4.4,23,14.4,20
1,15.1,63,12.6,360
1,9.1,39,10.8,10
1,6.8,39,5.4,120
1,11.9,47,3.6,350
1,10.2,32,18,360
1,10.7,31,16.2,360
1,15.8,49,3.6,320
1,14.9,51,1.8,150
1,14,51,10.8,110
1,16.9,83,9,300
1,15.8,81,19.8,290
1,13.9,70,19.8,280
1,12.7,60,21.6,310
1,11.5,58,21.6,320
1,9.5,55,27,320
1,9.9,60,19.8,320
1,9.7,60,21.6,310
1,8.7,57,14.4,300
1,9.1,58,19.8,310
1,7.2,47,10.8,300
1,9.1,49,12.6,310
1,9.9,51,18,320
1,10.2,58,14.4,330
1,9.8,59,12.6,340
1,10.4,63,12.6,340
1,9.7,61,10.8,330
1,9.1,69,9,110
1,10.9,62,14.4,360
1,11.7,62,23.4,350
1,12.1,63,30.6,340
1,13.2,68,34.2,360
1,13.7,73,14.4,10
1,14.5,78,19.8,10
1,12.9,75,1.8,350
1,11.2,76,5.4,130
1,13.2,68,5.4,330
1,16.1,74,19.8,350
1,16.7,78,27,350
1,16.3,79,16.2,340
1,16.8,83,12.6,280
1,16.5,82,7.2,250
1,16.3,84,7.2,260
1,15.6,85,5.4,170
1,15.4,73,10.8,220
1,16.2,71,23.4,250
1,16.1,71,14.4,260
1,15.1,70,9,310
1,14.7,72,3.6,240
1,16.5,81,7.2,230
1,14.8,81,7.2,110
1,14.4,84,3.6,120
1,15.5,74,10.8,230
1,16,70,14.4,250
1,16.2,72,14.4,270
1,16.5,77,12.6,330
1,16,83,1.8,300
1,16,83,3.6,250
1,13.5,82,9,120
1,10.3,71,9,120
1,14.3,69,5.4,270
1,16.4,76,12.6,280
1,16.8,75,16.2,330
1,16.9,79,19.8,350
1,16.1,78,9,10
1,14.3,71,5.4,10
1,14.6,81,3.6,110
1,16.4,89,7.2,60
1,17.2,85,16.2,350
1,17.2,79,16.2,340
1,17.7,82,19.8,340
1,17.6,82,14.4,340
1,17.9,87,7.2,310
1,16.7,81,1.8,160
1,16.5,86,5.4,140
1,15.6,90,7.2,120
1,14.1,63,3.6,170
1,13.2,48,5.4,310
1,16.8,59,12.6,310
1,17.4,75,18,350
1,15.8,72,7.2,20
1,16.3,75,5.4,330
1,17.6,84,5.4,230
1,16,84,12.6,120
1,17.5,77,18,240
1,17.2,74,10.8,290
1,16.9,70,16.2,330
1,15.7,72,16.2,330
1,15.5,76,9,340
1,14.6,73,5.4,350
1,14.7,75,5.4,140
1,14.6,80,5.4,130
1,15.4,71,10.8,240
1,16.2,71,18,270
1,16.8,70,19.8,320
1,14.8,69,16.2,340
1,15.4,75,12.6,340
1,15.6,77,9,340
1,14.9,77,5.4,120
1,14.8,79,3.6,150
1,15.7,73,9,240
1,16.6,73,18,260
1,15.4,64,16.2,300
1,16,72,12.6,330
1,15.6,75,12.6,360
1,15.6,76,5.4,340
1,14.7,74,1.8,340
1,14.7,80,5.4,120
1,15.2,72,10.8,220
1,15.7,69,12.6,290
1,16,66,16.2,320
1,16,74,10.8,350
1,16.2,78,10.8,330
1,15.1,72,9,330
1,14.4,70,1.8,210
1,14.9,74,3.6,130
1,14.5,64,9,230
1,16.8,72,19.8,270
1,16.6,66,14.4,310
1,16.6,71,12.6,320
1,16.9,80,7.2,330
1,16.5,80,9,310
1,15.8,83,7.2,110
1,15.7,83,5.4,140
1,16.4,73,10.8,240
1,17.9,77,12.6,260
1,17.9,72,10.8,290
1,17.6,75,9,280
1,17.5,82,7.2,310
1,16.8,81,5.4,120
1,15.2,81,3.6,120
1,11,68,7.2,110
1,13.3,57,5.4,260
1,16.9,62,14.4,310
1,17.8,61,10.8,320
1,17.9,73,34.2,360
1,15.1,62,23.4,360
1,8.9,41,5.4,30
1,5.7,33,9,30
1,8.9,50,7.2,110
1,14.2,54,7.2,300
1,20,66,7.2,300
1,19.2,67,21.6,360
1,17,58,23.4,360
1,17.6,62,9,10
1,19.7,82,3.6,20
1,12.9,54,9,170
1,17.6,79,9,140
1,17.6,65,9,180
1,19.5,67,10.8,270
1,20.9,77,18,330
1,16.6,57,16.2,360
1,19.5,76,10.8,360
1,14.7,53,9,260
1,19.8,88,9,360
1,18.8,85,7.2,290
1,17.7,71,12.6,310
1,17.3,68,9,280
1,17.4,67,16.2,310
1,16.3,68,12.6,330
1,16.1,73,9,300
1,15.8,73,3.6,230
1,15.6,76,7.2,170
1,14.7,78,7.2,120
1,16.3,69,9,250
1,16.7,68,16.2,290
1,17.4,71,19.8,330
1,18.3,78,21.6,350
1,17.8,79,12.6,360
1,17.7,80,10.8,350
1,17.3,81,7.2,60
1,15.8,84,10.8,110
1,17.9,75,9,260
1,18.9,72,14.4,300
1,19.2,77,16.2,330
1,19.5,80,19.8,350
1,19.4,83,12.6,360
1,16.4,70,1.8,100
1,17.8,81,3.6,130
1,16.2,83,9,120
1,19.8,77,10.8,240
1,20.3,78,12.6,280
1,18.9,62,9,320
1,15.6,55,5.4,340
1,17.5,65,3.6,270
1,13,49,0,0
1,14.7,61,10.8,120
1,10.7,47,5.4,140
1,16.8,62,14.4,190
1,21,74,21.6,240
1,20.7,72,12.6,260
1,19.6,74,10.8,280
1,19.8,82,9,240
1,19.3,81,5.4,230
1,19.2,86,7.2,180
1,17.9,83,5.4,110
1,18.4,70,12.6,240
1,19.5,73,14.4,270
1,19.9,73,19.8,300
1,19.8,81,18,340
1,19.3,81,10.8,360
1,18.7,80,1.8,90
1,19.5,84,5.4,220
1,16.8,82,5.4,150
1,18.7,77,9,280
1,19.8,74,12.6,290
1,20.6,79,27,320
1,19.4,78,25.2,350
1,19.5,81,14.4,350
1,18.7,78,5.4,350
1,19.3,83,12.6,330
1,15.9,73,9,130
1,18.6,68,7.2,330
1,19.7,77,21.6,330
1,17.6,60,27,360
1,19.1,67,25.2,360
1,21.1,82,21.6,350
1,19.1,72,10.8,10
1,20,83,18,10
1,19.6,82,21.6,360
1,19.1,76,25.2,320
1,17.8,67,21.6,310
1,18.2,67,23.4,320
1,17,66,18,300
1,17.2,73,10.8,300
1,17,71,10.8,240
1,16.6,71,23.4,260
1,16.5,73,16.2,240
1,15.8,65,18,230
1,16.2,64,18,230
1,16.7,63,34.2,240
1,15.9,67,27,270
1,12.6,58,27,290
1,13.8,63,27,290
1,13.8,63,23.4,270
1,13.2,62,23.4,270
1,12.6,55,16.2,260
1,13.9,55,12.6,260
1,14.5,57,18,260
1,15.5,63,18,270
1,15,65,5.4,260
1,15.1,69,3.6,110
1,13.2,70,7.2,110
1,10,62,9,120
1,8.9,36,7.2,230
1,14.9,46,7.2,310
1,14.9,49,10.8,350
1,17.2,59,10.8,350
1,7.2,28,9,100
1,14,48,19.8,240
1,17.8,74,10.8,270
1,15.2,67,16.2,250
1,15.2,62,19.8,250
1,15.9,63,23.4,250
1,16,62,21.6,260
1,15.8,65,21.6,290
1,15.9,69,14.4,290
1,15.9,70,12.6,280
1,15,67,12.6,280
1,14.6,73,3.6,150
1,16,65,9,250
1,16,62,14.4,280
1,15.6,59,14.4,290
1,16.2,64,16.2,310
1,15.4,67,12.6,360
1,14.9,67,5.4,50
1,14.5,73,9,120
1,13.7,76,10.8,110
1,16.3,70,12.6,330
1,17.1,66,18,310
1,16.9,68,25.2,330
1,16.8,70,21.6,340
1,16.5,73,18,360
1,16.3,74,1.8,360
1,15.9,72,7.2,310
1,15.6,79,3.6,120
1,16.1,66,9,250
1,16.2,63,16.2,290
1,15.8,58,16.2,300
1,16.5,67,10.8,330
1,15.9,69,9,10
1,14.9,65,3.6,100
1,14,65,3.6,130
1,12.6,63,5.4,120
1,6.3,26,3.6,90
1,17.4,57,16.2,350
1,19.4,65,21.6,360
1,19.4,65,19.8,360
1,21.4,76,5.4,360
1,22,81,1.8,200
1,21.5,86,19.8,250
1,18.6,79,5.4,220
1,17,60,7.2,160
1,19.8,72,16.2,260
1,19.6,71,18,320
1,17,66,21.6,350
1,16.4,66,14.4,360
1,16.4,68,5.4,50
1,14.2,63,3.6,360
1,14.2,63,3.6,30
1,15.2,57,16.2,350
1,18.7,66,25.2,350
1,20.1,75,37.8,350
1,19.6,77,34.2,350
1,18.4,74,21.6,350
1,18.5,77,12.6,350
1,18.4,79,7.2,30
1,18.1,80,5.4,350
1,18.7,71,7.2,340
1,18.7,65,10.8,330
1,19.1,71,18,340
1,18.7,73,25.2,360
1,16.7,67,10.8,20
1,16,66,9,10
1,17,74,7.2,20
1,17.1,77,3.6,70
1,17.1,63,7.2,320
1,16.4,60,14.4,330
1,17.5,66,16.2,330
1,17.1,68,18,330
1,16.7,70,16.2,350
1,17,74,9,350
1,16.3,72,10.8,340
1,15.9,71,9,290
1,16.5,65,9,240
1,16,60,14.4,270
1,16.6,63,18,290
1,17.7,69,19.8,300
1,17.9,74,10.8,290
1,18.3,76,10.8,270
1,17.4,74,5.4,230
1,17.1,79,5.4,150
1,17.9,71,7.2,220
1,17.9,63,16.2,240
1,19.3,71,16.2,290
1,19.9,74,10.8,320
1,19.7,81,3.6,320
1,19.1,79,3.6,190
1,18.9,83,3.6,120
1,18,82,5.4,120
1,19,72,9,260
1,19.7,74,14.4,280
1,20.5,73,19.8,300
1,20.8,82,19.8,350
1,20.3,82,16.2,350
1,19.6,80,3.6,20
1,19.5,81,1.8,160
1,18.8,85,9,110
1,20.4,80,9,260
1,20.6,72,12.6,300
1,20.9,74,16.2,330
1,20.7,80,16.2,340
1,20.3,81,9,330
1,20.3,83,5.4,300
1,19.3,81,5.4,110
1,16.9,75,3.6,130
1,20.3,76,9,240
1,20.5,75,14.4,280
1,20.9,74,12.6,330
1,20.2,75,16.2,330
1,18.5,71,5.4,30
1,17.5,67,1.8,150
1,17.8,76,5.4,120
1,15.2,72,10.8,110
1,18.5,65,9,300
1,19.8,66,14.4,310
1,19.1,65,18,330
1,19.3,70,21.6,350
1,19.4,75,10.8,360
1,19.9,81,9,30
1,18.5,78,1.8,150
1,15.2,72,5.4,120
1,19.1,71,14.4,350
1,20.1,73,16.2,340
1,20.5,73,19.8,340
1,21,77,23.4,360
1,21.2,81,18,360
1,21.6,86,14.4,10
1,21,86,5.4,10
1,19.7,85,5.4,140
1,21.2,79,7.2,280
1,21.8,71,18,320
1,22,78,16.2,340
1,22.7,82,19.8,350
1,22.8,87,19.8,360
1,21.9,84,7.2,30
1,21.5,85,5.4,180
1,20.1,85,7.2,110
1,22.5,85,7.2,340
1,22.8,78,18,300
1,23,73,16.2,320
1,20.8,71,10.8,340
1,22,82,10.8,280
1,21.4,81,9,240
1,19.5,75,14.4,250
1,19.2,75,7.2,240
1,19.8,69,12.6,240
1,20,65,18,250
1,20.7,71,19.8,270
1,20.3,74,19.8,280
1,18.5,70,9,250
1,17.9,68,10.8,250
1,17.5,70,5.4,170
1,17.2,72,3.6,140
1,16.7,61,10.8,230
1,17.8,61,14.4,260
